"Plot Title: 10761877"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10761877, SEN S/N: 10761877, LBL: Temperature Tank3)","Coupler Attached (LGR S/N: 10761877)","Host Connected (LGR S/N: 10761877)","Stopped (LGR S/N: 10761877)","End Of File (LGR S/N: 10761877)"
1,07/13/15 06:00:00 PM,22.717,,,,
2,07/13/15 06:05:00 PM,22.717,,,,
3,07/13/15 06:10:00 PM,22.717,,,,
4,07/13/15 06:15:00 PM,22.717,,,,
5,07/13/15 06:20:00 PM,22.717,,,,
6,07/13/15 06:25:00 PM,22.717,,,,
7,07/13/15 06:30:00 PM,22.717,,,,
8,07/13/15 06:35:00 PM,22.717,,,,
9,07/13/15 06:40:00 PM,22.717,,,,
10,07/13/15 06:45:00 PM,22.717,,,,
11,07/13/15 06:50:00 PM,22.717,,,,
12,07/13/15 06:55:00 PM,22.717,,,,
13,07/13/15 07:00:00 PM,22.717,,,,
14,07/13/15 07:05:00 PM,22.717,,,,
15,07/13/15 07:10:00 PM,22.717,,,,
16,07/13/15 07:15:00 PM,22.717,,,,
17,07/13/15 07:20:00 PM,22.717,,,,
18,07/13/15 07:25:00 PM,22.717,,,,
19,07/13/15 07:30:00 PM,22.717,,,,
20,07/13/15 07:35:00 PM,22.717,,,,
21,07/13/15 07:40:00 PM,22.717,,,,
22,07/13/15 07:45:00 PM,22.717,,,,
23,07/13/15 07:50:00 PM,22.717,,,,
24,07/13/15 07:55:00 PM,22.717,,,,
25,07/13/15 08:00:00 PM,22.717,,,,
26,07/13/15 08:05:00 PM,22.717,,,,
27,07/13/15 08:10:00 PM,22.717,,,,
28,07/13/15 08:15:00 PM,22.717,,,,
29,07/13/15 08:20:00 PM,22.717,,,,
30,07/13/15 08:25:00 PM,22.717,,,,
31,07/13/15 08:30:00 PM,22.717,,,,
32,07/13/15 08:35:00 PM,22.717,,,,
33,07/13/15 08:40:00 PM,22.717,,,,
34,07/13/15 08:45:00 PM,22.717,,,,
35,07/13/15 08:50:00 PM,22.717,,,,
36,07/13/15 08:55:00 PM,22.717,,,,
37,07/13/15 09:00:00 PM,22.717,,,,
38,07/13/15 09:05:00 PM,22.621,,,,
39,07/13/15 09:10:00 PM,22.621,,,,
40,07/13/15 09:15:00 PM,22.621,,,,
41,07/13/15 09:20:00 PM,22.621,,,,
42,07/13/15 09:25:00 PM,22.621,,,,
43,07/13/15 09:30:00 PM,22.621,,,,
44,07/13/15 09:35:00 PM,22.621,,,,
45,07/13/15 09:40:00 PM,22.525,,,,
46,07/13/15 09:45:00 PM,22.525,,,,
47,07/13/15 09:50:00 PM,22.525,,,,
48,07/13/15 09:55:00 PM,22.525,,,,
49,07/13/15 10:00:00 PM,22.525,,,,
50,07/13/15 10:05:00 PM,22.525,,,,
51,07/13/15 10:10:00 PM,22.525,,,,
52,07/13/15 10:15:00 PM,22.525,,,,
53,07/13/15 10:20:00 PM,22.429,,,,
54,07/13/15 10:25:00 PM,22.429,,,,
55,07/13/15 10:30:00 PM,22.429,,,,
56,07/13/15 10:35:00 PM,22.429,,,,
57,07/13/15 10:40:00 PM,22.429,,,,
58,07/13/15 10:45:00 PM,22.429,,,,
59,07/13/15 10:50:00 PM,22.429,,,,
60,07/13/15 10:55:00 PM,22.429,,,,
61,07/13/15 11:00:00 PM,22.333,,,,
62,07/13/15 11:05:00 PM,22.333,,,,
63,07/13/15 11:10:00 PM,22.333,,,,
64,07/13/15 11:15:00 PM,22.333,,,,
65,07/13/15 11:20:00 PM,22.333,,,,
66,07/13/15 11:25:00 PM,22.333,,,,
67,07/13/15 11:30:00 PM,22.333,,,,
68,07/13/15 11:35:00 PM,22.238,,,,
69,07/13/15 11:40:00 PM,22.238,,,,
70,07/13/15 11:45:00 PM,22.238,,,,
71,07/13/15 11:50:00 PM,22.238,,,,
72,07/13/15 11:55:00 PM,22.238,,,,
73,07/14/15 12:00:00 AM,22.238,,,,
74,07/14/15 12:05:00 AM,22.238,,,,
75,07/14/15 12:10:00 AM,22.238,,,,
76,07/14/15 12:15:00 AM,22.142,,,,
77,07/14/15 12:20:00 AM,22.142,,,,
78,07/14/15 12:25:00 AM,22.142,,,,
79,07/14/15 12:30:00 AM,22.142,,,,
80,07/14/15 12:35:00 AM,22.142,,,,
81,07/14/15 12:40:00 AM,22.142,,,,
82,07/14/15 12:45:00 AM,22.142,,,,
83,07/14/15 12:50:00 AM,22.142,,,,
84,07/14/15 12:55:00 AM,22.142,,,,
85,07/14/15 01:00:00 AM,22.046,,,,
86,07/14/15 01:05:00 AM,22.046,,,,
87,07/14/15 01:10:00 AM,22.046,,,,
88,07/14/15 01:15:00 AM,22.046,,,,
89,07/14/15 01:20:00 AM,22.046,,,,
90,07/14/15 01:25:00 AM,22.046,,,,
91,07/14/15 01:30:00 AM,22.046,,,,
92,07/14/15 01:35:00 AM,22.046,,,,
93,07/14/15 01:40:00 AM,22.046,,,,
94,07/14/15 01:45:00 AM,22.046,,,,
95,07/14/15 01:50:00 AM,22.046,,,,
96,07/14/15 01:55:00 AM,21.951,,,,
97,07/14/15 02:00:00 AM,21.951,,,,
98,07/14/15 02:05:00 AM,21.951,,,,
99,07/14/15 02:10:00 AM,21.951,,,,
100,07/14/15 02:15:00 AM,21.951,,,,
101,07/14/15 02:20:00 AM,21.951,,,,
102,07/14/15 02:25:00 AM,21.951,,,,
103,07/14/15 02:30:00 AM,21.951,,,,
104,07/14/15 02:35:00 AM,21.951,,,,
105,07/14/15 02:40:00 AM,21.951,,,,
106,07/14/15 02:45:00 AM,21.951,,,,
107,07/14/15 02:50:00 AM,21.855,,,,
108,07/14/15 02:55:00 AM,21.855,,,,
109,07/14/15 03:00:00 AM,21.855,,,,
110,07/14/15 03:05:00 AM,21.855,,,,
111,07/14/15 03:10:00 AM,21.855,,,,
112,07/14/15 03:15:00 AM,21.855,,,,
113,07/14/15 03:20:00 AM,21.855,,,,
114,07/14/15 03:25:00 AM,21.855,,,,
115,07/14/15 03:30:00 AM,21.855,,,,
116,07/14/15 03:35:00 AM,21.855,,,,
117,07/14/15 03:40:00 AM,21.855,,,,
118,07/14/15 03:45:00 AM,21.855,,,,
119,07/14/15 03:50:00 AM,21.855,,,,
120,07/14/15 03:55:00 AM,21.760,,,,
121,07/14/15 04:00:00 AM,21.760,,,,
122,07/14/15 04:05:00 AM,21.760,,,,
123,07/14/15 04:10:00 AM,21.760,,,,
124,07/14/15 04:15:00 AM,21.760,,,,
125,07/14/15 04:20:00 AM,21.760,,,,
