"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery","Raw Data","Sensor State","GatewayID","Alert Sent","Signal Strength","Voltage"
"e4afb429-d7a2-494c-b0fc-1fd2049337c5","316573","Birk - A9 (TANK 2)","11/27/2018 4:52 AM","19.9","19.9° C","100","19.9","0","900142","False","100","3.68"
"f50d2fd7-2fd3-4829-904f-c8194ac42519","316573","Birk - A9 (TANK 2)","11/27/2018 4:42 AM","19.6","19.6° C","100","19.6","0","900142","False","100","3.68"
"17f76dfb-ff1e-4939-ab80-83bac22c99ea","316573","Birk - A9 (TANK 2)","11/27/2018 4:33 AM","19.2","19.2° C","100","19.2","0","900142","False","100","3.68"
"6327df70-ac9b-4efd-8a04-a492ab8289cd","316573","Birk - A9 (TANK 2)","11/27/2018 4:23 AM","19.2","19.2° C","100","19.2","0","900142","False","100","3.67"
"d442b634-e29b-4367-9960-106842bdde2d","316573","Birk - A9 (TANK 2)","11/27/2018 4:13 AM","19.2","19.2° C","100","19.2","0","900142","False","100","3.68"
"568a5b3a-aab4-4916-b5ca-efbbf287a1fa","316573","Birk - A9 (TANK 2)","11/27/2018 4:03 AM","19.1","19.1° C","100","19.1","0","900142","False","100","3.7"
"8df2af00-ac18-40ca-8729-fe7c6aa8306c","316573","Birk - A9 (TANK 2)","11/27/2018 3:53 AM","19.2","19.2° C","100","19.2","0","900142","False","100","3.69"
"ce80aac4-9596-4ebc-8e23-7de7a8beeff1","316573","Birk - A9 (TANK 2)","11/27/2018 3:43 AM","19.1","19.1° C","100","19.1","0","900142","False","100","3.69"
"2ddaf4b7-3cb0-4d0e-9708-440ab1eb5fec","316573","Birk - A9 (TANK 2)","11/27/2018 3:33 AM","19.2","19.2° C","100","19.2","0","900142","False","100","3.67"
"17689b16-6bcb-47fa-a4ca-eac2f47f73a8","316573","Birk - A9 (TANK 2)","11/27/2018 3:23 AM","19.1","19.1° C","100","19.1","0","900142","False","100","3.68"
"14580006-2dad-4d5c-9f58-08d0130e978d","316573","Birk - A9 (TANK 2)","11/27/2018 3:13 AM","19.2","19.2° C","100","19.2","0","900142","False","100","3.67"
"e8660b51-151f-4d71-a0c5-b4911ab1b94c","316573","Birk - A9 (TANK 2)","11/27/2018 3:03 AM","19.1","19.1° C","100","19.1","0","900142","False","100","3.67"
"1bad54d7-83fd-4c8a-bbfe-4888c031678e","316573","Birk - A9 (TANK 2)","11/27/2018 2:53 AM","19.1","19.1° C","100","19.1","0","900142","False","100","3.68"
"af13e178-2d05-42f0-b1b5-f70f960881e4","316573","Birk - A9 (TANK 2)","11/27/2018 2:43 AM","18.8","18.8° C","100","18.8","0","900142","False","100","3.68"
"1446596a-18eb-4d6d-b8aa-f0d3d63380d5","316573","Birk - A9 (TANK 2)","11/27/2018 2:33 AM","18.3","18.3° C","100","18.3","0","900142","False","100","3.68"
"71f59044-f299-4b61-8499-bcb6534ce3c3","316573","Birk - A9 (TANK 2)","11/27/2018 2:24 AM","18.1","18.1° C","100","18.1","0","900142","False","100","3.67"
"71bf3560-340e-48b9-898b-417241a676c7","316573","Birk - A9 (TANK 2)","11/27/2018 2:14 AM","18","18° C","100","18","0","900142","False","100","3.68"
"00b0791a-560b-41ec-96b1-63d7e725d703","316573","Birk - A9 (TANK 2)","11/27/2018 2:04 AM","18.1","18.1° C","100","18.1","0","900142","False","100","3.67"
"c2eba4c8-fd23-4eb9-a91b-dd8713dc11fc","316573","Birk - A9 (TANK 2)","11/27/2018 1:54 AM","18","18° C","100","18","0","900142","False","100","3.68"
"432e8ecb-69aa-49ca-8fde-f3d78cb54474","316573","Birk - A9 (TANK 2)","11/27/2018 1:44 AM","18.2","18.2° C","100","18.2","0","900142","False","100","3.67"
"2a30d331-ef1a-4d6c-be27-cc975bed489e","316573","Birk - A9 (TANK 2)","11/27/2018 1:34 AM","18.1","18.1° C","100","18.1","0","900142","False","100","3.69"
"0810c69d-df0d-4d47-bc45-d3a5051cf6b1","316573","Birk - A9 (TANK 2)","11/27/2018 1:24 AM","18","18° C","100","18","0","900142","False","100","3.66"
"767a523c-0d9c-460b-9d47-8e8e38ef3143","316573","Birk - A9 (TANK 2)","11/27/2018 1:14 AM","18.2","18.2° C","100","18.2","0","900142","False","100","3.68"
"b272cf7b-36af-4182-892d-6a936bb0effb","316573","Birk - A9 (TANK 2)","11/27/2018 1:04 AM","18.1","18.1° C","100","18.1","0","900142","False","100","3.68"
"366af834-f907-40a0-9a5c-0bbe8e3b9101","316573","Birk - A9 (TANK 2)","11/27/2018 12:54 AM","18.1","18.1° C","100","18.1","0","900142","False","100","3.67"
"07347c96-487d-478f-9ab0-64786a0c7c05","316573","Birk - A9 (TANK 2)","11/27/2018 12:44 AM","17.9","17.9° C","100","17.9","0","900142","False","100","3.68"
"37ce98ca-2093-4906-9a45-bbc002f5b273","316573","Birk - A9 (TANK 2)","11/27/2018 12:34 AM","17.7","17.7° C","100","17.7","0","900142","False","100","3.66"
"4c2e7d36-c672-40e1-9927-c4a10a38256d","316573","Birk - A9 (TANK 2)","11/27/2018 12:25 AM","17.4","17.4° C","100","17.4","0","900142","False","100","3.68"
"ed106f27-29e7-4d7b-afe5-93428139829b","316573","Birk - A9 (TANK 2)","11/27/2018 12:15 AM","17.3","17.3° C","100","17.3","0","900142","False","100","3.68"
"8c440a04-601c-4566-8785-1d526bf16502","316573","Birk - A9 (TANK 2)","11/27/2018 12:05 AM","17","17° C","100","17","0","900142","False","100","3.67"
"2faef502-dcb2-457f-8a93-d5e8efebfa8e","316573","Birk - A9 (TANK 2)","11/26/2018 11:55 PM","17.1","17.1° C","100","17.1","0","900142","False","100","3.69"
"890b231c-11f6-4970-899b-0281f27bb1ff","316573","Birk - A9 (TANK 2)","11/26/2018 11:45 PM","16.9","16.9° C","100","16.9","0","900142","False","100","3.68"
"85899897-b271-46f7-85ff-481d25edc073","316573","Birk - A9 (TANK 2)","11/26/2018 11:35 PM","17","17° C","100","17","0","900142","False","100","3.68"
"c1ed84c0-b0b0-49f3-bbb1-d0da9ae93c37","316573","Birk - A9 (TANK 2)","11/26/2018 11:25 PM","17","17° C","100","17","0","900142","False","100","3.68"
"bf3bed26-64fb-4605-b872-c381bb87cb4b","316573","Birk - A9 (TANK 2)","11/26/2018 11:15 PM","17","17° C","100","17","0","900142","False","100","3.68"
"f3f0afc6-5765-4727-a24d-e4593784e063","316573","Birk - A9 (TANK 2)","11/26/2018 11:05 PM","17.1","17.1° C","100","17.1","0","900142","False","100","3.68"
"50d5eb66-70e7-48e6-a188-5d49756c7682","316573","Birk - A9 (TANK 2)","11/26/2018 10:55 PM","17","17° C","100","17","0","900142","False","100","3.69"
"8a16f87d-b872-4325-8f7d-ce566b8f0297","316573","Birk - A9 (TANK 2)","11/26/2018 10:45 PM","17.1","17.1° C","100","17.1","0","900142","False","100","3.68"
"e7428f7d-6118-4857-a2d6-90b4e2e98361","316573","Birk - A9 (TANK 2)","11/26/2018 10:36 PM","16.9","16.9° C","100","16.9","0","900142","False","100","3.67"
"853fb1a8-83c1-4f8e-82f8-248bbcac8a8b","316573","Birk - A9 (TANK 2)","11/26/2018 10:26 PM","16.8","16.8° C","100","16.8","0","900142","False","100","3.69"
"0d4e6b65-a72e-42a0-a560-8fe62a6df8a1","316573","Birk - A9 (TANK 2)","11/26/2018 10:16 PM","16.2","16.2° C","100","16.2","0","900142","False","100","3.68"
"33e13555-7567-49f1-8ddb-1d8f95a1772f","316573","Birk - A9 (TANK 2)","11/26/2018 10:06 PM","16.1","16.1° C","100","16.1","0","900142","False","100","3.69"
"e8391a6c-01e0-41d0-991a-e52d3685f4da","316573","Birk - A9 (TANK 2)","11/26/2018 9:56 PM","15.8","15.8° C","100","15.8","0","900142","False","100","3.67"
"20122c34-f4fb-41c6-b49a-31a620a01ec1","316573","Birk - A9 (TANK 2)","11/26/2018 9:46 PM","16.1","16.1° C","100","16.1","0","900142","False","100","3.67"
"e7d85675-4ea8-40e4-8dc9-8e7e40560c4a","316573","Birk - A9 (TANK 2)","11/26/2018 9:36 PM","16","16° C","100","16","0","900142","False","100","3.68"
"aa180d95-f231-4f3e-ba9f-bdc772153707","316573","Birk - A9 (TANK 2)","11/26/2018 9:26 PM","15.8","15.8° C","100","15.8","0","900142","False","100","3.68"
"67e65161-b233-455c-b1b9-a3d3d3c06f6a","316573","Birk - A9 (TANK 2)","11/26/2018 9:16 PM","15.7","15.7° C","100","15.7","0","900142","False","100","3.69"
"2507b8fe-f888-4c15-9650-5ce8191d55b0","316573","Birk - A9 (TANK 2)","11/26/2018 9:06 PM","15.5","15.5° C","100","15.5","0","900142","False","100","3.68"
"d37984d6-d6d6-455d-9e4c-6f578d36ed09","316573","Birk - A9 (TANK 2)","11/26/2018 8:56 PM","15","15° C","100","15","0","900142","False","100","3.67"
"15b0f1d2-29ec-4cd2-86ab-5fba7ea0612c","316573","Birk - A9 (TANK 2)","11/26/2018 8:46 PM","15","15° C","100","15","0","900142","False","100","3.68"
"3492b03a-d6cd-44e6-9137-6d1defc8c839","316573","Birk - A9 (TANK 2)","11/26/2018 8:36 PM","15.3","15.3° C","100","15.3","0","900142","False","100","3.68"
"b43b16f2-5d59-4b7a-bb59-9be09914655e","316573","Birk - A9 (TANK 2)","11/26/2018 8:26 PM","15.3","15.3° C","100","15.3","0","900142","False","100","3.69"
"8bef3fe9-6f61-4e56-a6b2-633fe854e6c6","316573","Birk - A9 (TANK 2)","11/26/2018 8:17 PM","15.1","15.1° C","100","15.1","0","900142","False","100","3.68"
"3a38270d-a612-4735-8e9c-6d6721e53250","316573","Birk - A9 (TANK 2)","11/26/2018 8:07 PM","15.2","15.2° C","100","15.2","0","900142","False","100","3.68"
"fe63b8ea-d859-43a6-8555-7b44ccff5f8e","316573","Birk - A9 (TANK 2)","11/26/2018 7:57 PM","14.7","14.7° C","100","14.7","0","900142","False","100","3.67"
"942f521f-56bb-4301-8310-0ba5437b053e","316573","Birk - A9 (TANK 2)","11/26/2018 7:47 PM","13.6","13.6° C","100","13.6","0","900142","False","100","3.67"
"1f21cabb-567e-4813-b02e-f777fcf81ba5","316573","Birk - A9 (TANK 2)","11/26/2018 7:37 PM","12.5","12.5° C","100","12.5","0","900142","False","100","3.67"
"0d4285a6-5d11-4b53-9ba0-11d77d509db7","316573","Birk - A9 (TANK 2)","11/26/2018 7:27 PM","12.1","12.1° C","100","12.1","0","900142","False","100","3.68"
"42be76a9-f895-4655-879c-9dcd016941ab","316573","Birk - A9 (TANK 2)","11/26/2018 7:17 PM","13.7","13.7° C","100","13.7","0","900142","False","100","3.68"
"8c147aed-619d-4698-af19-efd04be4d169","316573","Birk - A9 (TANK 2)","11/26/2018 7:07 PM","15","15° C","100","15","0","900142","False","100","3.68"
"bf0b3782-4cd3-422c-9df9-ea9ddbd62741","316573","Birk - A9 (TANK 2)","11/26/2018 6:57 PM","14.5","14.5° C","100","14.5","0","900142","False","100","3.66"
"2427035c-f6b2-4773-81fd-be455fc8252f","316573","Birk - A9 (TANK 2)","11/26/2018 6:47 PM","13.1","13.1° C","100","13.1","0","900142","False","100","3.68"
"f401639f-d4b3-4575-8810-9aff5b2426d6","316573","Birk - A9 (TANK 2)","11/26/2018 6:37 PM","12.6","12.6° C","100","12.6","0","900142","False","100","3.67"
"17190140-46a5-4011-8c73-ab692babefd0","316573","Birk - A9 (TANK 2)","11/26/2018 6:27 PM","12.3","12.3° C","100","12.3","0","900142","False","100","3.67"
"eb447e97-e39d-4e1e-a324-ee14082a4a6e","316573","Birk - A9 (TANK 2)","11/26/2018 6:17 PM","13.9","13.9° C","100","13.9","0","900142","False","100","3.69"
"f69cd3f3-e957-411a-a43b-57a40427fd83","316573","Birk - A9 (TANK 2)","11/26/2018 6:08 PM","14.9","14.9° C","100","14.9","0","900142","False","100","3.66"
"b626211d-b59f-4e48-82ef-613fa1573045","316573","Birk - A9 (TANK 2)","11/26/2018 5:58 PM","14.2","14.2° C","100","14.2","0","900142","False","100","3.68"
"cac72474-c96f-4b7c-9274-8163b704799d","316573","Birk - A9 (TANK 2)","11/26/2018 5:48 PM","12.7","12.7° C","100","12.7","0","900142","False","100","3.68"
"ba87245f-a6b4-4962-b6d7-81914c76fcef","316573","Birk - A9 (TANK 2)","11/26/2018 5:38 PM","12.4","12.4° C","100","12.4","0","900142","False","100","3.67"
"89cb94d0-35a4-496f-9cdc-3ec4d847ab9d","316573","Birk - A9 (TANK 2)","11/26/2018 5:28 PM","13.2","13.2° C","100","13.2","0","900142","False","100","3.69"
"75759340-387a-4112-ad12-8b0b6584f4a2","316573","Birk - A9 (TANK 2)","11/26/2018 5:18 PM","14.7","14.7° C","100","14.7","0","900142","False","100","3.68"
"d8e34ce6-4fb3-4868-8d52-606c278c81d7","316573","Birk - A9 (TANK 2)","11/26/2018 5:18 PM","14.7","14.7° C","100","14.7","0","900142","False","100","3.68"
"a93a54fb-2c05-4c4f-9788-164ade604be1","316573","Birk - A9 (TANK 2)","11/26/2018 5:08 PM","15","15° C","100","15","0","900142","False","100","3.68"
