DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,,,,
fe2c8f20-8b1b-4ee5-bfbd-b16159cb3a1f,316572,OB2017Tank1,8/20/2017 2:02,23,23° C,100,,,8/2/2017 6:38,22.7
1d84aaa0-5572-4943-9063-97ef59faf163,316572,OB2017Tank1,8/20/2017 1:52,22.9,22.9° C,100,,,8/2/2017 6:48,22.7
8f73cb6c-d33b-4530-9c20-20d390ffbf7b,316572,OB2017Tank1,8/20/2017 1:42,22.9,22.9° C,100,,,8/2/2017 6:58,22.7
dacd4ef9-7a5b-4a20-b9ca-5c212b6d62ef,316572,OB2017Tank1,8/20/2017 1:32,22.9,22.9° C,100,,,8/2/2017 7:07,22.6
83ef6582-0bcd-40d6-8388-c659d882f9b4,316572,OB2017Tank1,8/20/2017 1:22,22.9,22.9° C,100,,,8/2/2017 7:17,22.7
e6b973d0-b387-443c-ad56-2a3c4d0675e5,316572,OB2017Tank1,8/20/2017 1:12,22.9,22.9° C,100,,,8/2/2017 7:27,22.7
4bef2047-71a5-469d-a3c2-96d21d70c902,316572,OB2017Tank1,8/20/2017 1:02,22.9,22.9° C,100,,,8/2/2017 7:37,22.7
c525fa93-a542-4d84-b378-689d124270c0,316572,OB2017Tank1,8/20/2017 0:52,22.9,22.9° C,100,,,8/2/2017 7:47,22.7
daba992f-797a-4a3b-80b1-71fab0279f11,316572,OB2017Tank1,8/20/2017 0:42,22.9,22.9° C,100,,,8/2/2017 7:57,22.7
d1f562c6-ad91-4655-b02b-80b2ea062222,316572,OB2017Tank1,8/20/2017 0:32,23,23° C,100,,,8/2/2017 8:07,22.7
5494df8e-4342-4ecd-9c34-7c97b6babc79,316572,OB2017Tank1,8/20/2017 0:23,23,23° C,100,,,8/2/2017 8:17,22.7
0e328a1e-5bc7-4852-8911-51cd4d9e5ed2,316572,OB2017Tank1,8/20/2017 0:13,23,23° C,100,,,8/2/2017 8:27,22.7
e0f0552a-1768-4a18-8074-b79323b00667,316572,OB2017Tank1,8/20/2017 0:03,22.9,22.9° C,100,,,8/2/2017 8:37,22.7
26e24665-e5dc-4f67-af40-6c75be0f2295,316572,OB2017Tank1,8/19/2017 23:53,23,23° C,100,,,8/2/2017 8:46,22.7
088b189d-4a93-49de-827f-85fb17eb34e1,316572,OB2017Tank1,8/19/2017 23:43,23,23° C,100,,,8/2/2017 8:56,22.8
7f24ee19-4b62-4d67-95a0-d9c7058e4a85,316572,OB2017Tank1,8/19/2017 23:33,23,23° C,100,,,8/2/2017 9:06,22.8
0dfbdcc7-a2a7-4e6e-ad4b-488c3a014dde,316572,OB2017Tank1,8/19/2017 23:23,23,23° C,100,,,8/2/2017 9:16,22.8
4c3ae817-da33-4c18-b577-884d6b8b919a,316572,OB2017Tank1,8/19/2017 23:13,22.9,22.9° C,100,,,8/2/2017 9:26,22.7
879fa56b-9ee1-4a2d-9758-09d889f95d00,316572,OB2017Tank1,8/19/2017 23:03,23,23° C,100,,,8/2/2017 9:36,22.7
f6f0b64c-014a-4525-82d7-a354f8824674,316572,OB2017Tank1,8/19/2017 22:53,23,23° C,100,,,8/2/2017 9:46,22.8
94c4dc00-d888-4056-8355-6d3e66657e5b,316572,OB2017Tank1,8/19/2017 22:43,23,23° C,100,,,8/2/2017 9:56,22.8
60fb6795-3568-4dbe-a3bb-e06a466520d0,316572,OB2017Tank1,8/19/2017 22:34,23,23° C,100,,,8/2/2017 10:06,22.8
f5478276-df48-4bd0-ab7f-169089ec7728,316572,OB2017Tank1,8/19/2017 22:24,23,23° C,100,,,8/2/2017 10:16,22.8
e69f123a-75fb-48f7-9c9e-5bb04018ae28,316572,OB2017Tank1,8/19/2017 22:14,23,23° C,100,,,8/2/2017 10:26,22.8
aee308bc-6ac8-48a7-bf24-96d99835552e,316572,OB2017Tank1,8/19/2017 22:04,23,23° C,100,,,8/2/2017 10:35,22.8
bc47afd6-be65-49d8-87ab-89831fadcf0f,316572,OB2017Tank1,8/19/2017 21:54,23,23° C,100,,,8/2/2017 10:45,22.8
3a6bdb58-f828-4d70-ae9d-f3cca195d51e,316572,OB2017Tank1,8/19/2017 21:44,23,23° C,100,,,8/2/2017 10:55,22.8
c31adc4d-ebbb-4391-b0b8-4d83c42c3fa7,316572,OB2017Tank1,8/19/2017 21:34,23,23° C,100,,,8/2/2017 11:05,22.7
bf48499d-1af7-44d8-84a6-73009c81be2a,316572,OB2017Tank1,8/19/2017 21:24,23,23° C,100,,,8/2/2017 11:15,22.8
c65a1c23-af2c-40d0-a34f-e789ec4d1ec3,316572,OB2017Tank1,8/19/2017 21:14,23,23° C,100,,,8/2/2017 11:25,22.8
648240cb-c18f-4d79-bffa-b3a34e05c8b0,316572,OB2017Tank1,8/19/2017 21:04,23,23° C,100,,,8/2/2017 11:35,22.7
e011fec5-2715-49b9-97f8-52e0c79dcaeb,316572,OB2017Tank1,8/19/2017 20:54,23,23° C,100,,,8/2/2017 11:45,22.7
40faff76-55c9-4468-b981-02370cce8399,316572,OB2017Tank1,8/19/2017 20:44,23,23° C,100,,,8/2/2017 11:55,22.6
70fe127b-bde4-4c7a-aa07-87684835481d,316572,OB2017Tank1,8/19/2017 20:34,23,23° C,100,,,8/2/2017 12:05,22.7
6f67e7cb-db2e-4c64-bb24-a37bd37b43de,316572,OB2017Tank1,8/19/2017 20:24,23,23° C,100,,,8/2/2017 12:15,22.6
ce2dbba0-8f3f-4f4d-9f65-9dbdf6b7cd42,316572,OB2017Tank1,8/19/2017 20:15,23,23° C,100,,,8/2/2017 12:24,22.6
a1f78bfd-9e2a-49f2-8d9a-67c56d8191f4,316572,OB2017Tank1,8/19/2017 20:05,23,23° C,100,,,8/2/2017 12:34,22.6
7e536841-fcac-4532-9135-074f126e9523,316572,OB2017Tank1,8/19/2017 19:55,23,23° C,100,,,8/2/2017 12:44,22.6
f3e4f5f5-8340-4f64-b772-1c96f7d6ef96,316572,OB2017Tank1,8/19/2017 19:45,23,23° C,100,,,8/2/2017 12:54,22.6
048526f9-3165-4143-8d9e-b124b29c4edc,316572,OB2017Tank1,8/19/2017 19:35,23.1,23.1° C,100,,,8/2/2017 13:04,22.6
ce606f5e-18d9-494f-8a41-8a63cd8ef4e5,316572,OB2017Tank1,8/19/2017 19:25,23,23° C,100,,,8/2/2017 13:14,22.6
391ef7d0-0a89-4c36-a4b8-a030ffb7d1d2,316572,OB2017Tank1,8/19/2017 19:15,23,23° C,100,,,8/2/2017 13:24,22.6
609e74af-596a-491c-8d16-22f64204d933,316572,OB2017Tank1,8/19/2017 19:05,23,23° C,100,,,8/2/2017 13:34,22.5
879a1e2a-4122-492b-87c3-638c6e232dc5,316572,OB2017Tank1,8/19/2017 18:55,23,23° C,100,,,8/2/2017 13:44,22.6
9de5b9cb-1633-45d9-a186-e5f37048f891,316572,OB2017Tank1,8/19/2017 18:45,23,23° C,100,,,8/2/2017 13:54,22.6
fd0f6f9e-3b51-425b-8287-c28456931c64,316572,OB2017Tank1,8/19/2017 18:35,23,23° C,100,,,8/2/2017 14:04,22.6
e69f3bbd-d465-482f-a2c9-e9f84277778b,316572,OB2017Tank1,8/19/2017 18:26,23,23° C,100,,,8/2/2017 14:14,22.6
16bb158a-241f-4267-b8e8-5a9022cbd748,316572,OB2017Tank1,8/19/2017 18:16,23,23° C,100,,,8/2/2017 14:24,22.5
f7bdf2bc-51a0-4fb3-9aaf-92f321c36ff3,316572,OB2017Tank1,8/19/2017 18:06,23,23° C,100,,,8/2/2017 14:34,22.6
b7adbf33-bcc2-4809-9430-b6544231baf4,316572,OB2017Tank1,8/19/2017 17:56,23,23° C,100,,,8/2/2017 14:43,22.6
25c6a600-bee8-47b8-859f-2ece1ab5dca2,316572,OB2017Tank1,8/19/2017 17:46,23,23° C,100,,,8/2/2017 14:53,22.6
55aa35c7-5a33-4b10-bda2-fa411863fdee,316572,OB2017Tank1,8/19/2017 17:36,23,23° C,100,,,8/2/2017 15:03,22.6
0d459b38-5649-4f73-a601-794ad200f6ad,316572,OB2017Tank1,8/19/2017 17:26,23,23° C,100,,,8/2/2017 15:13,22.6
cf1431d7-3e79-4e31-883d-d9c03c3e73ff,316572,OB2017Tank1,8/19/2017 17:16,23,23° C,100,,,8/2/2017 15:23,22.6
67853509-a222-46cd-8fa6-a3b48f2d5291,316572,OB2017Tank1,8/19/2017 17:06,23,23° C,100,,,8/2/2017 15:33,22.6
4c46dd7e-1097-483a-bb13-5b43e9c8ed1c,316572,OB2017Tank1,8/19/2017 16:56,23,23° C,100,,,8/2/2017 15:43,22.6
9e66d73f-a637-4101-bda4-d3892716a5a4,316572,OB2017Tank1,8/19/2017 16:46,22.9,22.9° C,100,,,8/2/2017 15:53,22.6
197e5fae-2dba-4b78-9d42-7b2d212cb6fe,316572,OB2017Tank1,8/19/2017 16:37,23,23° C,100,,,8/2/2017 16:03,22.6
97cf708a-a61a-4cc3-b5cd-0ee703ce923f,316572,OB2017Tank1,8/19/2017 16:27,23,23° C,100,,,8/2/2017 16:13,22.6
91ebfdb3-e422-4402-a52b-2b48e44ac342,316572,OB2017Tank1,8/19/2017 16:17,22.9,22.9° C,100,,,8/2/2017 16:23,22.7
0176e93a-fa4c-44f0-88bd-44a56daf2ab6,316572,OB2017Tank1,8/19/2017 16:07,22.9,22.9° C,100,,,8/2/2017 16:33,22.7
54acfac9-75e9-4d11-ae80-941f85669365,316572,OB2017Tank1,8/19/2017 15:57,22.9,22.9° C,100,,,8/2/2017 16:43,22.6
e027d5ef-eb50-43d2-8699-862c43c4d597,316572,OB2017Tank1,8/19/2017 15:47,22.9,22.9° C,100,,,8/2/2017 16:52,22.6
ac66d11c-dafe-458a-83aa-803477a5ae72,316572,OB2017Tank1,8/19/2017 15:37,22.9,22.9° C,100,,,8/2/2017 17:02,22.7
fb68f0f8-1d02-4491-9008-592032ea5e2d,316572,OB2017Tank1,8/19/2017 15:27,22.9,22.9° C,100,,,8/2/2017 17:12,22.7
9980d556-1129-4f0f-ae0e-d9d2cbd365a0,316572,OB2017Tank1,8/19/2017 15:17,22.9,22.9° C,100,,,8/2/2017 17:22,22.7
04ad3187-245e-4173-8d21-2569bbce67f9,316572,OB2017Tank1,8/19/2017 15:07,22.8,22.8° C,100,,,8/2/2017 17:32,22.7
5b40c2e8-2243-43da-90c7-d69f4c837110,316572,OB2017Tank1,8/19/2017 14:57,22.8,22.8° C,100,,,8/2/2017 17:42,22.7
5fa7f89f-0a8f-4076-85ee-f824420bd6c4,316572,OB2017Tank1,8/19/2017 14:47,22.9,22.9° C,100,,,8/2/2017 17:52,22.8
c073e922-1e8e-44b9-a6f6-ffed9fa8ac54,316572,OB2017Tank1,8/19/2017 14:38,22.8,22.8° C,100,,,8/2/2017 18:02,22.8
d5907006-43d8-4692-8dc0-5635ba7478b2,316572,OB2017Tank1,8/19/2017 14:28,22.8,22.8° C,100,,,8/2/2017 18:12,22.8
c1010db2-67bb-4491-9a3e-bab8bd7ed8b2,316572,OB2017Tank1,8/19/2017 14:18,22.8,22.8° C,100,,,8/2/2017 18:22,22.8
27ffeb2c-7ef8-49c5-85f7-37bcd4265b6f,316572,OB2017Tank1,8/19/2017 14:08,22.8,22.8° C,100,,,8/2/2017 18:32,22.8
4b74d26e-2b20-421d-be9d-cdc062cc4c7e,316572,OB2017Tank1,8/19/2017 13:58,22.8,22.8° C,100,,,8/2/2017 18:42,22.9
96bc4109-b473-4f18-ba90-7923d5dee2de,316572,OB2017Tank1,8/19/2017 13:48,22.8,22.8° C,100,,,8/2/2017 18:51,22.9
2a74e9dc-4f3d-48b1-96de-01559517186a,316572,OB2017Tank1,8/19/2017 13:38,22.8,22.8° C,100,,,8/2/2017 19:01,22.9
18076f0b-af40-4c1d-b280-36ebb290e178,316572,OB2017Tank1,8/19/2017 13:28,22.8,22.8° C,100,,,8/2/2017 19:11,22.9
41b3c568-db55-466f-9880-8605c954d163,316572,OB2017Tank1,8/19/2017 13:18,22.8,22.8° C,100,,,8/2/2017 19:21,23
98755cab-a90a-4a89-8c87-f8c56d6c3c74,316572,OB2017Tank1,8/19/2017 13:08,22.8,22.8° C,100,,,8/2/2017 19:31,23
50b7176b-0b6f-4532-a2d8-d3938b6fd081,316572,OB2017Tank1,8/19/2017 12:59,22.8,22.8° C,100,,,8/2/2017 19:41,23
59061460-5f83-4630-952c-d0504cd96fc4,316572,OB2017Tank1,8/19/2017 12:49,22.7,22.7° C,100,,,8/2/2017 19:51,23
4777d6d0-21d1-4816-a06e-ab7960dd2174,316572,OB2017Tank1,8/19/2017 12:39,22.8,22.8° C,100,,,8/2/2017 20:01,22.9
cbf049b5-deec-4c2a-8516-2e286b54dc8d,316572,OB2017Tank1,8/19/2017 12:29,22.8,22.8° C,100,,,8/2/2017 20:11,23
053683fa-78a5-4fce-b2f1-980f88e13ec1,316572,OB2017Tank1,8/19/2017 12:19,22.8,22.8° C,100,,,8/2/2017 20:21,23
19aea112-ce59-4578-b0a6-92f221f5fde6,316572,OB2017Tank1,8/19/2017 12:09,22.8,22.8° C,100,,,8/2/2017 20:31,23
2fec03d1-a36b-43fa-89b5-e72282c9b0a5,316572,OB2017Tank1,8/19/2017 11:59,22.7,22.7° C,100,,,8/2/2017 20:41,23
20bd2ae0-954b-41e1-ae8a-a190a9f21d07,316572,OB2017Tank1,8/19/2017 11:49,22.8,22.8° C,100,,,8/2/2017 20:50,22.9
c4e872ef-7a63-4a10-9417-2d907add87d6,316572,OB2017Tank1,8/19/2017 11:39,22.8,22.8° C,100,,,8/2/2017 21:00,23
113561e8-17b8-4da1-9dd8-1f04214ecdf6,316572,OB2017Tank1,8/19/2017 11:29,22.7,22.7° C,100,,,8/2/2017 21:10,23
a6041919-9e08-43f1-8eeb-eb52c3af46f3,316572,OB2017Tank1,8/19/2017 11:19,22.8,22.8° C,100,,,8/2/2017 21:20,23
5156cb93-7ce2-4e20-a8fe-dd144f9efe9a,316572,OB2017Tank1,8/19/2017 11:09,22.7,22.7° C,100,,,8/2/2017 21:30,22.9
f8e6243a-888b-4751-9d85-571228ebe1b4,316572,OB2017Tank1,8/19/2017 11:00,22.8,22.8° C,100,,,8/2/2017 21:40,22.9
175ab3fb-f0fd-4897-a9f1-db7cbab1702e,316572,OB2017Tank1,8/19/2017 10:50,22.8,22.8° C,100,,,8/2/2017 21:50,23
0dd00945-9d97-4f46-aab9-20aa0b52786c,316572,OB2017Tank1,8/19/2017 10:40,22.8,22.8° C,100,,,8/2/2017 22:00,23
7bf637c0-78b7-450d-a782-5f78db61b732,316572,OB2017Tank1,8/19/2017 10:30,22.8,22.8° C,100,,,8/2/2017 22:10,23
43404eb0-67dd-42f0-893c-511adc258154,316572,OB2017Tank1,8/19/2017 10:20,22.8,22.8° C,100,,,8/2/2017 22:20,23
1bbbbc6e-4a79-45b5-bb64-583c2b463b30,316572,OB2017Tank1,8/19/2017 10:10,22.8,22.8° C,100,,,8/2/2017 22:30,23
868efb0a-7d91-4c8a-b6b9-0b76a1618fa8,316572,OB2017Tank1,8/19/2017 10:00,22.8,22.8° C,100,,,8/2/2017 22:39,23
fdd96859-2535-4d55-b5f9-57160396db01,316572,OB2017Tank1,8/19/2017 9:50,22.8,22.8° C,100,,,8/2/2017 22:49,23
5930ed77-63dd-40e4-846f-1d1186e0bf61,316572,OB2017Tank1,8/19/2017 9:40,22.8,22.8° C,100,,,8/2/2017 22:59,23
7787f55a-3158-4258-8643-9ae651b51f97,316572,OB2017Tank1,8/19/2017 9:30,22.8,22.8° C,100,,,8/2/2017 23:09,22.9
053b1d8c-712d-4f8d-9d6c-76fece8c8122,316572,OB2017Tank1,8/19/2017 9:20,22.8,22.8° C,100,,,8/2/2017 23:19,23
ff355847-5393-4988-8c36-1f3b231f2647,316572,OB2017Tank1,8/19/2017 9:11,22.8,22.8° C,100,,,8/2/2017 23:29,22.9
1946833c-acd2-4b28-8fce-24ab9fc96b3d,316572,OB2017Tank1,8/19/2017 9:01,22.8,22.8° C,100,,,8/2/2017 23:39,22.9
1866ad1f-f153-474e-a53a-d80e3333dfaa,316572,OB2017Tank1,8/19/2017 8:51,22.8,22.8° C,100,,,8/2/2017 23:49,22.9
4e69ff4f-3c4c-411f-83b0-6d8f173ee079,316572,OB2017Tank1,8/19/2017 8:41,22.8,22.8° C,100,,,8/2/2017 23:59,22.8
bf8e38ae-25d5-4339-a2e4-aea829beba31,316572,OB2017Tank1,8/19/2017 8:31,22.8,22.8° C,100,,,8/3/2017 0:09,22.8
ee6c7ad3-2cee-4b85-b701-100f19f0f277,316572,OB2017Tank1,8/19/2017 8:21,22.8,22.8° C,100,,,8/3/2017 0:19,22.8
108e3287-63d0-47e7-a753-230bb490516a,316572,OB2017Tank1,8/19/2017 8:11,22.8,22.8° C,100,,,8/3/2017 0:29,22.8
9b574755-6dff-4e5e-993c-b631c10c6795,316572,OB2017Tank1,8/19/2017 8:01,22.8,22.8° C,100,,,8/3/2017 0:39,22.8
b67abeb2-4221-4e0d-ab3b-855baca6aed2,316572,OB2017Tank1,8/19/2017 7:51,22.8,22.8° C,100,,,8/3/2017 0:48,22.7
e25ab914-d3f8-40ae-8ad8-d92f1cb098c8,316572,OB2017Tank1,8/19/2017 7:41,22.8,22.8° C,100,,,8/3/2017 0:58,22.7
b70e905f-68fb-4fdf-8f75-f755178df725,316572,OB2017Tank1,8/19/2017 7:31,22.8,22.8° C,100,,,8/3/2017 1:08,22.7
4ddb90a9-d137-4f39-a1be-a84c1c0ee90b,316572,OB2017Tank1,8/19/2017 7:21,22.8,22.8° C,100,,,8/3/2017 1:18,22.7
537fdd70-0348-4df7-8cb5-b8fd37c01493,316572,OB2017Tank1,8/19/2017 7:11,22.7,22.7° C,100,,,8/3/2017 1:28,22.7
85ca9b72-9294-4ebf-a32e-7bdb1cc14881,316572,OB2017Tank1,8/19/2017 7:02,22.8,22.8° C,100,,,8/3/2017 1:38,22.6
14f10df2-efdd-4f53-9dfe-083ca50c921e,316572,OB2017Tank1,8/19/2017 6:52,22.8,22.8° C,100,,,8/3/2017 1:48,22.7
868a58bd-87be-4303-a92a-673d7c1b75fe,316572,OB2017Tank1,8/19/2017 6:42,22.8,22.8° C,100,,,8/3/2017 1:58,22.7
377becea-c803-43bf-98ea-46aeacd93a35,316572,OB2017Tank1,8/19/2017 6:32,22.8,22.8° C,100,,,8/3/2017 2:08,22.7
c1d83c56-9aa5-4bd6-bd53-393242d91449,316572,OB2017Tank1,8/19/2017 6:22,22.7,22.7° C,100,,,8/3/2017 2:18,22.7
8a78dd2e-b9ba-4975-8a1b-8740ab0858bb,316572,OB2017Tank1,8/19/2017 6:12,22.8,22.8° C,100,,,8/3/2017 2:28,22.6
06b747c2-f567-463e-9822-7c71e91651a6,316572,OB2017Tank1,8/19/2017 6:02,22.8,22.8° C,100,,,8/3/2017 2:38,22.7
9b5febb8-0a3e-497d-8a3c-842e41b4d138,316572,OB2017Tank1,8/19/2017 5:52,22.8,22.8° C,100,,,8/3/2017 2:47,22.7
4197e555-a591-4795-a0ae-0def67fb6273,316572,OB2017Tank1,8/19/2017 5:42,22.8,22.8° C,100,,,8/3/2017 2:57,22.7
62388f9f-a37e-4982-8f38-59cb0dafce35,316572,OB2017Tank1,8/19/2017 5:32,22.7,22.7° C,100,,,8/3/2017 3:07,22.7
0a6accd9-4d21-4411-bfe8-ea57c883638d,316572,OB2017Tank1,8/19/2017 5:22,22.7,22.7° C,100,,,8/3/2017 3:17,22.6
c7a437cb-acb6-4fad-80c2-3a03ff241236,316572,OB2017Tank1,8/19/2017 5:13,22.8,22.8° C,100,,,8/3/2017 3:27,22.7
5066fa75-7878-4047-ae38-459e5398630d,316572,OB2017Tank1,8/19/2017 5:03,22.7,22.7° C,100,,,8/3/2017 3:37,22.7
458ca7bf-567d-4f0e-8c91-c093f4bdfbc9,316572,OB2017Tank1,8/19/2017 4:53,22.7,22.7° C,100,,,8/3/2017 3:47,22.7
7354b9b1-1ea3-42e8-8de3-f541489a9f31,316572,OB2017Tank1,8/19/2017 4:43,22.7,22.7° C,100,,,8/3/2017 3:57,22.7
4e519ecb-e927-4412-ba6e-fa0c9578416c,316572,OB2017Tank1,8/19/2017 4:33,22.7,22.7° C,100,,,8/3/2017 4:07,22.7
b89ac2c2-e383-4d25-940c-eadeb82f7bcc,316572,OB2017Tank1,8/19/2017 4:23,22.7,22.7° C,100,,,8/3/2017 4:17,22.7
15f8f81d-0444-48de-96c5-1a4ba1636615,316572,OB2017Tank1,8/19/2017 4:13,22.7,22.7° C,100,,,8/3/2017 4:27,22.7
9210d087-4324-462d-866f-ee691f3fcee8,316572,OB2017Tank1,8/19/2017 4:03,22.7,22.7° C,100,,,8/3/2017 4:36,22.7
b36fe6f1-7e5c-4297-a58e-c9b7c27ad6d1,316572,OB2017Tank1,8/19/2017 3:53,22.6,22.6° C,100,,,8/3/2017 4:46,22.7
b826503e-c34b-4ad5-9bc4-05ab12c5e1cb,316572,OB2017Tank1,8/19/2017 3:43,22.6,22.6° C,100,,,8/3/2017 4:56,22.7
d2922d46-a3fc-48ad-83fa-c381d70ee372,316572,OB2017Tank1,8/19/2017 3:33,22.6,22.6° C,100,,,8/3/2017 5:06,22.7
1a876709-6ad0-4df6-963a-47b7ea5b4967,316572,OB2017Tank1,8/19/2017 3:23,22.6,22.6° C,100,,,8/3/2017 5:16,22.8
4a0980da-02a9-42ec-a658-f553d1c98794,316572,OB2017Tank1,8/19/2017 3:14,22.6,22.6° C,100,,,8/3/2017 5:26,22.7
f4bf467c-818b-4f14-97a1-4e04135ca03d,316572,OB2017Tank1,8/19/2017 3:04,22.5,22.5° C,100,,,8/3/2017 5:36,22.7
45870825-36b4-41fa-9a8e-449793e3e24a,316572,OB2017Tank1,8/19/2017 2:54,22.6,22.6° C,100,,,8/3/2017 5:46,22.8
af367a9f-f9b8-4f1c-87b8-efe1f645cf02,316572,OB2017Tank1,8/19/2017 2:44,22.6,22.6° C,100,,,8/3/2017 5:56,22.8
38108d05-644d-41d8-8caf-ebe3dedf2fdc,316572,OB2017Tank1,8/19/2017 2:34,22.5,22.5° C,100,,,8/3/2017 6:06,22.8
c384fee7-af6d-448a-bc6b-7193fdb9936b,316572,OB2017Tank1,8/19/2017 2:24,22.5,22.5° C,100,,,8/3/2017 6:16,22.8
fae438b8-d94a-44a8-815f-d966c41a6a76,316572,OB2017Tank1,8/19/2017 2:14,22.5,22.5° C,100,,,8/3/2017 6:25,22.7
4fcd7f5f-475e-4bbe-9ae4-6c6b680f8dc2,316572,OB2017Tank1,8/19/2017 2:04,22.4,22.4° C,100,,,8/3/2017 6:35,22.8
f25b99ca-30f4-49b2-afea-f436ffabb76f,316572,OB2017Tank1,8/19/2017 1:54,22.5,22.5° C,100,,,8/3/2017 6:45,22.8
53a7a69e-fc98-467b-b72a-8d4815b96b62,316572,OB2017Tank1,8/19/2017 1:44,22.4,22.4° C,100,,,8/3/2017 6:55,22.8
f70fd4a2-d230-4188-a683-cdf8e8cf0398,316572,OB2017Tank1,8/19/2017 1:34,22.4,22.4° C,100,,,8/3/2017 7:05,22.8
67eb3238-891a-46c3-bd4f-591c03cd5543,316572,OB2017Tank1,8/19/2017 1:24,22.4,22.4° C,100,,,8/3/2017 7:15,22.8
bad393a9-6837-493b-a261-3f397f1b13e1,316572,OB2017Tank1,8/19/2017 1:15,22.4,22.4° C,100,,,8/3/2017 7:25,22.8
4f67cab0-4f96-4972-9e85-6fa5aabad96a,316572,OB2017Tank1,8/19/2017 1:05,22.5,22.5° C,100,,,8/3/2017 7:35,22.8
f69554d3-6c27-434c-9058-da7963b90142,316572,OB2017Tank1,8/19/2017 0:55,22.4,22.4° C,100,,,8/3/2017 7:45,22.9
cb58498f-bb66-41cf-a9c4-acdb51b6630c,316572,OB2017Tank1,8/19/2017 0:45,22.5,22.5° C,100,,,8/3/2017 7:55,22.9
83d5d14a-8ad2-4d60-afcc-ec81a47e40f9,316572,OB2017Tank1,8/19/2017 0:35,22.5,22.5° C,100,,,8/3/2017 8:04,22.8
3cbe897c-936b-4ceb-9f6c-099d969eacca,316572,OB2017Tank1,8/19/2017 0:25,22.5,22.5° C,100,,,8/3/2017 8:14,22.9
4620cda1-1b71-4ed7-b3a1-245e8d105cb4,316572,OB2017Tank1,8/19/2017 0:15,22.5,22.5° C,100,,,8/3/2017 8:24,22.9
79b6ceb6-4a70-4cb4-97a5-57c090ad1459,316572,OB2017Tank1,8/19/2017 0:05,22.5,22.5° C,100,,,8/3/2017 8:34,22.9
6e0dc8b7-a31a-4d09-8bb1-c4dfb7f9ad2e,316572,OB2017Tank1,8/18/2017 23:55,22.5,22.5° C,100,,,8/3/2017 8:44,22.9
7da9c085-fbc0-4f80-9755-0a063aa256d2,316572,OB2017Tank1,8/18/2017 23:45,22.5,22.5° C,100,,,8/3/2017 8:54,22.9
6e0efd65-04e5-4c52-8423-b65349c37995,316572,OB2017Tank1,8/18/2017 23:35,22.5,22.5° C,100,,,8/3/2017 9:04,22.9
17435034-1b50-4792-8e87-b2a754b3a4d2,316572,OB2017Tank1,8/18/2017 23:26,22.5,22.5° C,100,,,8/3/2017 9:14,22.9
dfbf6dfd-9fdf-44df-8faa-1454fde5c59d,316572,OB2017Tank1,8/18/2017 23:16,22.5,22.5° C,100,,,8/3/2017 9:24,22.9
e3fa3123-727d-4f92-ac69-93f305fea671,316572,OB2017Tank1,8/18/2017 23:06,22.5,22.5° C,100,,,8/3/2017 9:34,22.9
bd915518-1b96-4ea2-86e5-06b65faddd12,316572,OB2017Tank1,8/18/2017 22:56,22.5,22.5° C,100,,,8/3/2017 9:44,22.8
3c6fcb53-053e-40a4-8094-e84052ec7bac,316572,OB2017Tank1,8/18/2017 22:46,22.6,22.6° C,100,,,8/3/2017 9:53,22.9
3fa5a13a-d21b-4663-9b1c-a1133f46cf59,316572,OB2017Tank1,8/18/2017 22:36,22.6,22.6° C,100,,,8/3/2017 10:03,22.9
5591912b-8165-4543-ab4b-8b7eb60ff3b0,316572,OB2017Tank1,8/18/2017 22:26,22.6,22.6° C,100,,,8/3/2017 10:13,22.9
93f584eb-945c-4d53-868e-87d9f7f3c264,316572,OB2017Tank1,8/18/2017 22:16,22.5,22.5° C,100,,,8/3/2017 10:23,22.8
cb0bc7e5-3bae-4685-a972-4d5e8209cac9,316572,OB2017Tank1,8/18/2017 22:06,22.6,22.6° C,100,,,8/3/2017 10:33,22.8
8b04c3b8-66b4-4367-bb76-c599d9da1303,316572,OB2017Tank1,8/18/2017 21:56,22.6,22.6° C,100,,,8/3/2017 10:43,22.8
9c27d98e-cdce-4aa7-92ec-127402123f55,316572,OB2017Tank1,8/18/2017 21:46,22.6,22.6° C,100,,,8/3/2017 10:53,22.9
c186ddaf-d778-4ac8-978d-cebf9a7aa9b7,316572,OB2017Tank1,8/18/2017 21:37,22.6,22.6° C,100,,,8/3/2017 11:03,22.8
4b3edfc8-b778-4238-9d55-97857349bc32,316572,OB2017Tank1,8/18/2017 21:27,22.6,22.6° C,100,,,8/3/2017 11:13,22.8
448eb82f-e670-46ca-8934-25d8e3653a7c,316572,OB2017Tank1,8/18/2017 21:17,22.6,22.6° C,100,,,8/3/2017 11:23,22.8
2a73ecf8-a356-4a07-887c-2614de13c893,316572,OB2017Tank1,8/18/2017 21:07,22.6,22.6° C,100,,,8/3/2017 11:33,22.8
9afc0748-2587-4f0d-a127-96464b16947d,316572,OB2017Tank1,8/18/2017 20:57,22.6,22.6° C,100,,,8/3/2017 11:43,22.9
75391cf6-3310-4169-9c90-16cd02ba2889,316572,OB2017Tank1,8/18/2017 20:47,22.6,22.6° C,100,,,8/3/2017 11:52,22.8
03cb64cf-4cc1-4e4f-910e-d9db90e116c5,316572,OB2017Tank1,8/18/2017 20:37,22.6,22.6° C,100,,,8/3/2017 12:02,22.8
