DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery
a35cd757-6147-4b81-a6e6-651cbd4e06a6,306912,OB2017Tank5,8/31/2017 23:56,17.7,17.7° C,100
500d1bc9-7896-4c73-8f40-d9fa6793e4c1,306912,OB2017Tank5,8/31/2017 23:46,17.7,17.7° C,100
57df5d0b-5b89-4553-b70b-473bce5162cc,306912,OB2017Tank5,8/31/2017 23:36,17.6,17.6° C,100
c382910b-d857-4393-b17d-c8286279e217,306912,OB2017Tank5,8/31/2017 23:26,17.6,17.6° C,100
1b8f8b1a-37f4-4250-b1e9-415fe3a647f5,306912,OB2017Tank5,8/31/2017 23:16,17.5,17.5° C,100
26d7d0ef-967d-4798-989f-ace0f8900bb0,306912,OB2017Tank5,8/31/2017 23:06,17.5,17.5° C,100
f541ea4b-ca50-4482-948f-5b1e5e509a7d,306912,OB2017Tank5,8/31/2017 22:56,17.4,17.4° C,100
b8d66acc-4dec-4d30-9baa-59c52345d367,306912,OB2017Tank5,8/31/2017 22:46,17.4,17.4° C,100
df1adb41-9c52-4f78-8095-c5bd2e210132,306912,OB2017Tank5,8/31/2017 22:36,17.2,17.2° C,100
baa4e433-df84-4d04-8e21-ab53d3d388ea,306912,OB2017Tank5,8/31/2017 22:26,17.2,17.2° C,100
d14cf790-8e6c-443c-b88c-b495846a2f92,306912,OB2017Tank5,8/31/2017 22:16,17.1,17.1° C,100
53430bf9-faea-4ac0-bb26-8c0a7a8abab0,306912,OB2017Tank5,8/31/2017 22:06,17.1,17.1° C,100
74edcf03-38eb-4dd1-99b6-c8503139a093,306912,OB2017Tank5,8/31/2017 21:56,17,17° C,100
e043603b-ff0a-4bb8-a9a4-e9b4f2a119ab,306912,OB2017Tank5,8/31/2017 21:46,16.8,16.8° C,100
29b23c5e-edd1-46e0-83c1-90fd26dcf874,306912,OB2017Tank5,8/31/2017 21:37,16.8,16.8° C,100
